id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ext_gene,gene_biotype
ENSG00000187607,1027.40188624039,1.15394746198981,0.147372298354836,7.83015176442038,4.87281403439611e-15,3.96094329861056e-14,ZNF286A,protein_coding
ENSG00000197933,538.444958491146,-1.62602152063448,0.208099905481065,-7.81365814114909,5.55516381195649e-15,4.49862074787739e-14,ZNF823,protein_coding
ENSG00000141448,793.206919119546,-1.08232182734557,0.13871893448259,-7.802264567433,6.08059991586868e-15,4.91488215282961e-14,GATA6,protein_coding
ENSG00000260809,130.035050267661,-1.83298128244539,0.23538962326625,-7.78700971186012,6.86136800419788e-15,5.53557947538175e-14,VPS35P1,unprocessed_pseudogene
ENSG00000167653,120.030066632405,1.59718884871024,0.20781884865012,7.68548598495625,1.52417292232777e-14,1.20779369781883e-13,PSCA,protein_coding
ENSG00000113555,87.297574578917,-4.73693098202168,0.616815515370036,-7.67965601380817,1.59516338851871e-14,1.2617268785648e-13,PCDH12,protein_coding
ENSG00000158092,1569.83082251784,-1.13813926057764,0.149053732028003,-7.63576493585424,2.2448357069116e-14,1.75890841426024e-13,NCK1,protein_coding
ENSG00000185404,885.205134603101,-1.07833598410612,0.141323476419572,-7.63026788914157,2.3426639437654e-14,1.83111854116279e-13,SP140L,protein_coding
ENSG00000239127,139.517981132885,2.03718088499735,0.267100508093091,7.62701987930079,2.40242557199282e-14,1.87612811138914e-13,SNORD125,snoRNA
ENSG00000185019,605.713208635492,-1.47426584049678,0.194029359842825,-7.59815855544243,3.00374172943697e-14,2.32672931745745e-13,UBOX5,protein_coding
ENSG00000178075,232.449043632672,1.92244362383686,0.253445737645469,7.58522767712142,3.31903726752178e-14,2.56174558034738e-13,GRAMD1C,protein_coding
ENSG00000167925,580.99526565919,1.01976828643777,0.135398066473601,7.53163108600667,5.01103694265346e-14,3.82767382900113e-13,GHDC,protein_coding
ENSG00000260899,60.56224159496,-4.77175458524164,0.636071369138759,-7.50191694951244,6.28912171148172e-14,4.77710741171073e-13,RP11-2C24.4,processed_transcript
ENSG00000177494,120.188569488952,-2.03497269557245,0.276903575285706,-7.34903004944153,1.99650305036101e-13,1.46901011743676e-12,ZBED2,protein_coding
ENSG00000225830,569.056103259694,-2.11995843247909,0.290231631499983,-7.30436727906831,2.78574486380615e-13,2.02778684579196e-12,ERCC6,protein_coding
ENSG00000120324,52.2724211689487,3.99648150170448,0.549407530603606,7.27416585883662,3.48567513499618e-13,2.52943923514283e-12,PCDHB10,protein_coding
ENSG00000106868,247.755061508416,-1.76189763476615,0.242324186740381,-7.27082863030011,3.57288971615208e-13,2.59127261170603e-12,SUSD1,protein_coding
ENSG00000108375,538.358818141463,-1.60779002034485,0.22285350198645,-7.21456026498791,5.41085404853069e-13,3.87532925354993e-12,RNF43,protein_coding
ENSG00000054179,119.221738160679,1.56635054524281,0.220541473372261,7.10229473528047,1.22702197105048e-12,8.60680639357094e-12,ENTPD2,protein_coding
ENSG00000213260,507.519011466118,-2.24601911864783,0.318292975506779,-7.05645204727425,1.7080754646979e-12,1.18587797107089e-11,YWHAZP5,processed_pseudogene
ENSG00000176371,227.294506252756,1.22656060555907,0.174099215445249,7.04518169379577,1.85219657505461e-12,1.27906498385853e-11,ZSCAN2,protein_coding
ENSG00000177225,413.819534026809,1.26064856999528,0.178992124026288,7.04303933401075,1.88091102618905e-12,1.29820036933096e-11,PDDC1,protein_coding
ENSG00000162849,163.58677695463,1.80888260406876,0.264395604699987,6.8415759260496,7.83266713444549e-12,5.16732068984442e-11,KIF26B,protein_coding
ENSG00000253953,628.592578835013,1.12971920613247,0.169545552362687,6.66321935544384,2.67893352357442e-11,1.70256569558993e-10,PCDHGB4,protein_coding
ENSG00000250067,104.403254351689,1.41722636272063,0.214086772667202,6.6198688740276,3.5951763330354e-11,2.26316569115634e-10,YJEFN3,protein_coding
ENSG00000130827,1190.67886777749,1.6598815151836,0.2528969192017,6.56347068372055,5.25695744005716e-11,3.27574239711881e-10,PLXNA3,protein_coding
ENSG00000116151,92.257592543252,2.22453200230973,0.339311166756945,6.55602355669951,5.526150542573e-11,3.43768069741524e-10,MORN1,protein_coding
ENSG00000174165,477.83425714532,1.32818792404683,0.203448476117955,6.52837489565061,6.64871117647369e-11,4.10732358382158e-10,ZDHHC24,protein_coding
ENSG00000224976,74.6771763291162,-2.04353317635903,0.313637335243539,-6.51559284156088,7.24031239081231e-11,4.46318970636882e-10,PARP4P2,unprocessed_pseudogene
ENSG00000269693,121.83739974214,-3.47679728024268,0.538009537219622,-6.46233391736959,1.03100276532712e-10,6.28500647766412e-10,CTD-2192J16.20,protein_coding
ENSG00000257411,597.06337626836,-2.03322731329362,0.315782225784373,-6.43870093778481,1.2050035913027e-10,7.30563000134521e-10,RP11-603J24.9,protein_coding
ENSG00000142544,188.161188692441,-1.29263089651622,0.202969016331784,-6.36861191859555,1.90746561336726e-10,1.13967211364216e-09,CTU1,protein_coding
ENSG00000160111,463.448320505947,1.70372356667339,0.271068021024273,6.28522523695566,3.27378695478654e-10,1.92574388114362e-09,CPAMD8,protein_coding
ENSG00000152611,74.0984383773729,2.71287934367928,0.43641340088075,6.21630623212823,5.08994233059619e-10,2.95970296500757e-09,CAPSL,protein_coding
ENSG00000260456,106.059517545142,1.39472889362783,0.226537450552526,6.15672547839696,7.42644147037751e-10,4.26933646353783e-09,C16orf95,protein_coding
ENSG00000230154,288.941198911488,-1.14509399728414,0.186127203354406,-6.15221191017282,7.64096865112479e-10,4.38778379808257e-09,AC018463.4,processed_pseudogene
ENSG00000270097,61.3532671211232,1.87216920181199,0.308973699787917,6.05931573819089,1.36701824646216e-09,7.71459237973981e-09,NA,NA
ENSG00000228889,52.4067225607031,1.86754192353472,0.311349522144364,5.99821676510808,1.99496107081605e-09,1.11270859121428e-08,UBAC2-AS1,lincRNA
ENSG00000167740,206.268314453799,1.26231021023855,0.212251611426024,5.94723499038548,2.72709775959253e-09,1.50578917106048e-08,CYB5D2,protein_coding
ENSG00000213225,225.667348553228,-1.14142563053299,0.195634285171061,-5.83448667770548,5.39564187426983e-09,2.91448122226185e-08,NOC2LP1,transcribed_processed_pseudogene
ENSG00000107821,224.848116493391,1.1609912050766,0.200889613573625,5.77924953124123,7.50345689213707e-09,4.00530529951898e-08,KAZALD1,protein_coding
ENSG00000253159,181.449580803654,1.54821228580373,0.268684926302945,5.76218512555522,8.30318505518495e-09,4.41668598211269e-08,PCDHGA12,protein_coding
ENSG00000214413,511.650609457864,-1.1044418611812,0.193860206662544,-5.69710452802583,1.21859221889956e-08,6.39903302755201e-08,BBIP1,protein_coding
ENSG00000230626,167.268683099501,-1.32374625211842,0.232382584794994,-5.69640902000561,1.22357136503709e-08,6.42387396260126e-08,RP11-286H14.4,protein_coding
ENSG00000215126,672.725593136747,-1.46743478273727,0.258364511397719,-5.67970722758569,1.34925491238234e-08,7.05791420867855e-08,CBWD7,protein_coding
ENSG00000251664,57.0864990657109,2.13370706727698,0.37635101314651,5.66946013892183,1.43248172290561e-08,7.47511312633359e-08,PCDHA12,protein_coding
ENSG00000185101,156.565371003008,1.64778551951531,0.290784125716479,5.66669695415884,1.45576478163852e-08,7.5950772708098e-08,ANO9,protein_coding
ENSG00000214900,110.897740853834,-1.54414478865533,0.274130222985562,-5.63288779995871,1.77216760801992e-08,9.19200786006476e-08,LINC01588,lincRNA
ENSG00000171160,185.985462768227,1.78886035420768,0.324305383307949,5.51597489983396,3.46851764406419e-08,1.75538512417279e-07,MORN4,protein_coding
ENSG00000166192,97.6575972554445,1.44395860431991,0.265247204139351,5.44382214698597,5.21492899473979e-08,2.59901601066675e-07,SENP8,protein_coding
ENSG00000164082,68.6365737813431,-5.04345846501305,0.932749865232164,-5.40708570754681,6.40584942783688e-08,3.16024351020872e-07,GRM2,protein_coding
ENSG00000165698,273.901204828299,1.20735925083963,0.224435600962619,5.37953535740846,7.46783274865088e-08,3.66526621192569e-07,SPACA9,protein_coding
ENSG00000143494,190.539059440845,2.53544567752544,0.474200468278524,5.3467802061221,8.95326294354044e-08,4.35954904322646e-07,VASH2,protein_coding
ENSG00000140993,481.386194220419,-1.29996209138173,0.244023904665842,-5.32719158461895,9.97429415767992e-08,4.83757010751889e-07,TIGD7,protein_coding
ENSG00000140511,78.4153650587192,1.43634546409675,0.270416164947051,5.31161095483323,1.08660380682791e-07,5.25724189706796e-07,HAPLN3,protein_coding
ENSG00000236698,242.189461796148,-1.20609686078753,0.232435017354974,-5.18896367041626,2.11467643971548e-07,1.00285105301317e-06,EIF1AXP1,processed_pseudogene
ENSG00000056558,50.1496110002066,-3.71275030724463,0.715609007678673,-5.1882386434573,2.12292441246757e-07,1.00657779344173e-06,TRAF1,protein_coding
ENSG00000153237,89.1767429575557,-2.00484471148297,0.388109241628036,-5.16567114731168,2.39577692012686e-07,1.13138288364397e-06,CCDC148,protein_coding
ENSG00000273132,50.3230453478683,2.09507116768701,0.412627270154877,5.07739385935554,3.82647138082887e-07,1.7758593202586e-06,RP11-350J20.12,antisense
ENSG00000250537,731.343793393409,-6.14229730854382,1.21142869172367,-5.07029208611882,3.97205629873448e-07,1.84078025135577e-06,NA,NA
ENSG00000099998,239.56973427947,1.81735875493509,0.364429800389744,4.9868555013654,6.13699293158197e-07,2.79890635977779e-06,GGT5,protein_coding
ENSG00000106701,286.3380299044,-1.24880443599914,0.252835244042976,-4.93920236763696,7.84427730403385e-07,3.54006234393187e-06,FSD1L,protein_coding
ENSG00000143839,57.845404882426,1.5800059057717,0.324307025192972,4.87194474073311,1.10505080047898e-06,4.9191417287127e-06,REN,protein_coding
ENSG00000157353,202.11681990041,1.47264775007976,0.307650379097089,4.78675746931233,1.69497454847398e-06,7.39862116674259e-06,FUK,protein_coding
ENSG00000124635,71.6724073796038,1.83837578796478,0.385671772256601,4.76668483464131,1.87281919218166e-06,8.12550717682441e-06,HIST1H2BJ,protein_coding
ENSG00000240809,59.6701089918059,-2.07924103915194,0.440515963001855,-4.72001292525962,2.35829657742609e-06,1.0134831507944e-05,RP11-550F7.1,processed_pseudogene
ENSG00000048471,494.864407801871,-2.76870321821873,0.603215911201624,-4.5899041567113,4.43449581374497e-06,1.8569406307403e-05,SNX29,protein_coding
ENSG00000180447,57.8874766815118,-1.33699849754325,0.293722843992716,-4.55190505228939,5.31623280843245e-06,2.20543862582602e-05,GAS1,protein_coding
ENSG00000109846,230.977904998381,1.20981617696173,0.265882190523336,4.55019636546716,5.35958752334644e-06,2.2219974521225e-05,CRYAB,protein_coding
ENSG00000002587,188.527692826603,-1.13813411131724,0.252970165860383,-4.49908433844878,6.8246780286782e-06,2.80064324184649e-05,HS3ST1,protein_coding
ENSG00000174456,204.458937268688,1.01221910156711,0.228891033857968,4.42227502102689,9.76670262595086e-06,3.9409956676639e-05,C12orf76,protein_coding
ENSG00000270136,399.927629103991,1.68077784828413,0.380369332510217,4.4188048421043,9.92482164277358e-06,4.00229893993309e-05,MINOS1-NBL1,protein_coding
ENSG00000163888,75.7821423195711,1.39101892586242,0.316295964619186,4.39783962320602,1.09333718438057e-05,4.39119151096958e-05,CAMK2N2,protein_coding
ENSG00000205593,88.5222990176708,1.43293296833752,0.32683692071252,4.38424448869993,1.16389000775583e-05,4.66512822869838e-05,DENND6B,protein_coding
ENSG00000111271,183.784939395667,1.28486168907932,0.294959409011212,4.35606273211133,1.3242283907367e-05,5.27263264176073e-05,ACAD10,protein_coding
ENSG00000198626,92.2229164040869,-3.20329756921491,0.739056983434213,-4.33430390486264,1.46222060964306e-05,5.79884020469404e-05,RYR2,protein_coding
ENSG00000174564,64.8737528246408,-1.63062330912777,0.378550648257938,-4.30754330135683,1.65077786352912e-05,6.50766602157986e-05,IL20RB,protein_coding
ENSG00000214189,203.953165830214,-1.6992635050509,0.395534774842476,-4.29611658223385,1.73816196144025e-05,6.8333855538685e-05,ZNF788,protein_coding
ENSG00000026036,66.1551571164814,1.63437035396694,0.383406562856043,4.26276050621647,2.01916891233958e-05,7.89489239881483e-05,RTEL1-TNFRSF6B,protein_coding
ENSG00000137819,174.890900868173,-1.80671133831853,0.425400636006959,-4.24708189267723,2.16572814666037e-05,8.4474839302416e-05,PAQR5,protein_coding
ENSG00000087495,266.711683354578,-3.50766811832444,0.83547498508995,-4.19841189852834,2.68793388534743e-05,0.00010373192881013,PHACTR3,protein_coding
ENSG00000267750,62.1678391369517,1.58864652886198,0.378983861607403,4.19185799132441,2.76679171516433e-05,0.000106647769557819,RUNDC3A-AS1,antisense
ENSG00000231131,55.0434128636154,1.45139873697084,0.346781395886277,4.18534198831939,2.8473708380919e-05,0.000109573953577264,LINC01468,lincRNA
ENSG00000204839,433.244171952285,1.29975803180141,0.31072936306367,4.18292632207754,2.87780677170554e-05,0.000110679274873706,MROH6,protein_coding
ENSG00000269501,186.740729043802,-1.66546585111166,0.399976368521579,-4.16391062618943,3.12842613480361e-05,0.000119729946311404,NA,NA
ENSG00000149548,70.4697330720106,1.6415918819516,0.403448796137255,4.06889770813228,4.72360781511039e-05,0.00017723645934408,CCDC15,protein_coding
ENSG00000204531,72.6487378125181,1.21105507471576,0.304703571792261,3.9745352100481,7.05168299855081e-05,0.000259022800803911,POU5F1,protein_coding
ENSG00000009790,156.850038655006,-1.15134278768788,0.296380750782165,-3.88467464452205,0.000102467014603173,0.000368884107601087,TRAF3IP3,protein_coding
ENSG00000261533,94.2047708772783,1.05176855840993,0.273292958119994,3.84850222868945,0.000118842216080188,0.000423820274044733,NA,NA
ENSG00000167524,62.1572556383075,1.4301549246695,0.378570950427852,3.77777249694719,0.00015823732643148,0.000555496637999712,SGK494,protein_coding
ENSG00000259357,103.303271944948,-1.96318039164862,0.521435908981512,-3.76495051037658,0.000166582072329181,0.000583406781508875,RP11-316M1.12,antisense
ENSG00000242013,96.9660817512877,-2.86146455212063,0.781127505004222,-3.66324900069313,0.000249036238164922,0.000851011032851063,NA,NA
ENSG00000115255,58.9951838606581,1.13460171704325,0.317629773987278,3.572088670405,0.000354145453757262,0.00118649976280843,REEP6,protein_coding
ENSG00000123384,346.102606310428,1.16693784103409,0.333812821859534,3.49578495677175,0.000472669460539092,0.00154983524042516,LRP1,protein_coding
ENSG00000169994,93.3341479284668,1.13871950134842,0.328381917583051,3.4676681034376,0.000524995262764327,0.00170710992639902,MYO7B,protein_coding
ENSG00000164066,432.579720651028,-1.0451732516306,0.304202418553292,-3.43578218937632,0.000590845783062553,0.00190469634233027,INTU,protein_coding
ENSG00000267740,55.6163011773348,1.18421285182465,0.35968226369096,3.29238600667317,0.000993411606421461,0.00309232244300612,AC024592.12,protein_coding
ENSG00000223797,89.449528728327,1.06382242896115,0.324123840933,3.2821480391535,0.00103019504215396,0.00319285460364795,ENTPD3-AS1,antisense
ENSG00000230397,105.211263074105,-1.14480152405265,0.354810188086784,-3.22651818490804,0.0012530626910254,0.0038461091577132,SPTLC1P1,transcribed_processed_pseudogene
ENSG00000251432,76.5863480547642,1.67220873836738,0.519392342405371,3.21954831028732,0.00128392724816007,0.00393430143717589,RP11-420A23.1,lincRNA
ENSG00000212932,167.878792342537,-1.03016237308497,0.327889617904129,-3.14179625347632,0.00167914839435775,0.00503199277033498,RPL23AP4,processed_pseudogene
ENSG00000117983,347.641332872366,1.46712489284349,0.479220512493022,3.06148183267687,0.00220244356998391,0.00645568787340677,MUC5B,protein_coding
ENSG00000254979,82.6573812182384,1.09457147589816,0.358091064704242,3.05668469220868,0.00223799558165535,0.00654727089613449,RP11-872D17.8,protein_coding
ENSG00000178226,55.4553175609747,-1.19071768607498,0.40989844032163,-2.9049090431783,0.00367359838871895,0.0103330201331105,PRSS36,protein_coding
ENSG00000237792,107.932813235288,1.01725828937822,0.356122664705597,2.85648286446238,0.00428363125840521,0.0119076285873977,NA,NA
ENSG00000197779,111.613756233718,-1.25146121242979,0.445564283594753,-2.80871079327357,0.00497403076134792,0.0136505871818173,ZNF81,protein_coding
ENSG00000232931,59.7333647687885,1.46894975698116,0.524476214595466,2.80079385127917,0.00509770723638796,0.013963308532489,LINC00342,lincRNA
ENSG00000262831,72.4559018368159,-10.8199573851461,4.1823205692704,-2.58707031322412,0.00967958377333042,0.0248687735421188,RP11-498C9.2,antisense
ENSG00000130283,68.1151539510135,2.22030088621672,0.868816602155035,2.5555461080157,0.0106021313778345,0.0269125419385678,GDF1,protein_coding
ENSG00000181625,1300.2488402356,-1.10691627619509,0.472335939096267,-2.34349365477669,0.0191040871971129,0.0456002879420465,SLX1B,protein_coding
