eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
MXE,11:46958331:46958402:+@11:47008759:47008861:+@11:47073939:47074069:+@11:47159196:47159280:+,0.35,0.276,0.248,lower,same,CTD-2384B9.1
MXE,11:46958331:46958402:+@11:47008759:47008861:+@11:47073939:47074069:+@11:47159196:47159280:+,0.35,0.276,0.248,lower,same,RP11-390K5.3
MXE,11:47008759:47008861:+@11:47013094:47013198:+@11:47025916:47026007:+@11:47073939:47074069:+,0.336,0.378,0.34,same,same,C11orf49
MXE,11:47008759:47008861:+@11:47013094:47013198:+@11:47025916:47026007:+@11:47073939:47074069:+,0.336,0.378,0.34,same,same,CTD-2384B9.1
MXE,11:47008759:47008861:+@11:47013094:47013198:+@11:47044890:47044945:+@11:47073939:47074069:+,0.074,0.104,0.096,same,same,C11orf49
MXE,11:47008759:47008861:+@11:47013094:47013198:+@11:47044890:47044945:+@11:47073939:47074069:+,0.074,0.104,0.096,same,same,CTD-2384B9.1
MXE,11:47008759:47008861:+@11:47025916:47026007:+@11:47044890:47044945:+@11:47073939:47074069:+,0.046,0.078,0.09,same,same,C11orf49
MXE,11:47008759:47008861:+@11:47025916:47026007:+@11:47044890:47044945:+@11:47073939:47074069:+,0.046,0.078,0.09,same,same,CTD-2384B9.1
MXE,11:47196733:47196864:-@11:47196566:47196649:-@11:47195310:47195391:-@11:47194977:47195033:-,0.536,0.524,0.476,same,same,ARFGAP2
MXE,11:47198067:47198185:-@11:47197402:47197474:-@11:47196733:47196864:-@11:47193832:47193884:-,0.6,0.65,0.748,higher,same,ARFGAP2
MXE,11:47198333:47198430:-@11:47198067:47198185:-@11:47197402:47197474:-@11:47193215:47193351:-,0.998,0.996,0.992,same,same,ARFGAP2
MXE,11:47198333:47198430:-@11:47198067:47198185:-@11:47197402:47197474:-@11:47196733:47196864:-,0.616,0.634,0.752,higher,same,ARFGAP2
MXE,11:47198333:47198430:-@11:47198067:47198185:-@11:47197423:47197474:-@11:47196733:47196864:-,0.998,0.994,0.994,same,same,ARFGAP2
MXE,11:47546076:47546333:-@11:47528410:47528449:-@11:47522413:47522484:-@11:47510389:47510576:-,0.75,0.712,0.802,same,same,CELF1
MXE,11:47546076:47546333:-@11:47528410:47528449:-@11:47522413:47522484:-@11:47510389:47510576:-,0.75,0.712,0.802,same,same,RP11-750H9.7
MXE,11:47586826:47587121:-@11:47585903:47586021:-@11:47528410:47528449:-@11:47510389:47510576:-,0.036,0.046,0.058,same,same,CELF1
MXE,11:47586826:47587121:-@11:47585903:47586021:-@11:47528410:47528449:-@11:47510389:47510576:-,0.036,0.046,0.058,same,same,NDUFS3
MXE,11:47586826:47587121:-@11:47585903:47586021:-@11:47528410:47528449:-@11:47510389:47510576:-,0.036,0.046,0.058,same,same,PTPMT1
MXE,11:47586826:47587121:-@11:47585903:47586021:-@11:47528410:47528449:-@11:47510389:47510576:-,0.036,0.046,0.058,same,same,RN7SL652P
MXE,11:47586826:47587121:-@11:47585903:47586021:-@11:47528410:47528449:-@11:47510389:47510576:-,0.036,0.046,0.058,same,same,RP11-750H9.7
MXE,11:47660251:47660357:-@11:47657097:47657123:-@11:47656224:47656286:-@11:47652588:47652639:-,0.888,0.782,0.762,lower,lower,MTCH2
MXE,11:47788621:47788995:-@11:47786822:47786914:-@11:47776080:47776216:-@11:47774468:47774654:-,0.324,0.31,0.268,same,same,FNBP4
MXE,11:48131610:48131628:+@11:48134299:48134535:+@11:48142555:48142818:+@11:48145165:48145422:+,0.424,0.422,0.448,same,same,PTPRJ
MXE,11:5699434:5699664:-@11:5688919:5688941:-@11:5687211:5687311:-@11:5686886:5686912:-,0.47,0.632,0.668,higher,higher,TRIM5
MXE,11:57182088:57182204:-@11:57176648:57176771:-@11:57166969:57167039:-@11:57157360:57157429:-,0.986,0.988,0.982,same,same,PRG2
MXE,11:57182088:57182204:-@11:57176648:57176771:-@11:57166969:57167039:-@11:57157360:57157429:-,0.986,0.988,0.982,same,same,RP11-872D17.8
MXE,11:57182088:57182204:-@11:57176648:57176771:-@11:57166969:57167039:-@11:57157360:57157429:-,0.986,0.988,0.982,same,same,SLC43A3
MXE,11:57364991:57365195:+@11:57365482:57365794:+@11:57367352:57367850:+@11:57369508:57369642:+,0.166,0.19,0.108,same,same,SERPING1
MXE,11:57364991:57365195:+@11:57365722:57365794:+@11:57367352:57367850:+@11:57369508:57369642:+,0.114,0.132,0.122,same,same,SERPING1
MXE,11:57435219:57435659:+@11:57439493:57440666:+@11:57449894:57450015:+@11:57455980:57456137:+,0.762,0.746,0.75,same,same,ZDHHC5
MXE,11:57505080:57505140:+@11:57505258:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.164,0.132,0.158,same,same,TMX2
MXE,11:57505080:57505140:+@11:57505258:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.164,0.132,0.158,same,same,TMX2-CTNND1
MXE,11:57505080:57505140:+@11:57505308:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.204,0.168,0.208,same,same,TMX2
MXE,11:57505080:57505140:+@11:57505308:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.204,0.168,0.208,same,same,TMX2-CTNND1
MXE,11:57505080:57505140:+@11:57505385:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.46,0.38,0.378,same,same,TMX2
MXE,11:57505080:57505140:+@11:57505385:57505498:+@11:57505826:57505902:+@11:57506136:57506242:+,0.46,0.38,0.378,same,same,TMX2-CTNND1
MXE,11:57529269:57529518:+@11:57558857:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.054,0.048,0.08,same,same,CTNND1
MXE,11:57529269:57529518:+@11:57558857:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.054,0.048,0.08,same,same,RP11-691N7.6
MXE,11:57529269:57529518:+@11:57558857:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.054,0.048,0.08,same,same,TMX2-CTNND1
MXE,11:57529269:57529518:+@11:57558966:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.052,0.05,0.08,same,same,CTNND1
MXE,11:57529269:57529518:+@11:57558966:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.052,0.05,0.08,same,same,RP11-691N7.6
MXE,11:57529269:57529518:+@11:57558966:57559145:+@11:57561482:57561553:+@11:57563049:57563201:+,0.052,0.05,0.08,same,same,TMX2-CTNND1
MXE,11:59560853:59560987:+@11:59562845:59562955:+@11:59563075:59563185:+@11:59568328:59568435:+,0.992,0.992,0.992,same,same,STX3
MXE,11:59560853:59560987:+@11:59562845:59562955:+@11:59564756:59564869:+@11:59568328:59568435:+,0.584,0.564,0.496,same,same,STX3
MXE,11:59560853:59560987:+@11:59563075:59563185:+@11:59564756:59564869:+@11:59568328:59568435:+,0.012,0.012,0.006,same,same,STX3
MXE,11:60711161:60711308:-@11:60709507:60709617:-@11:60708594:60708762:-@11:60706952:60707110:-,0.678,0.72,0.624,same,same,SLC15A3
MXE,11:61102092:61102203:+@11:61103312:61103409:+@11:61103676:61103843:+@11:61105413:61105602:+,0.904,0.85,0.716,lower,same,DAK
MXE,11:61102092:61102203:+@11:61103312:61103409:+@11:61103676:61103843:+@11:61105413:61105602:+,0.904,0.85,0.716,lower,same,DDB1
MXE,11:61102092:61102203:+@11:61103312:61103409:+@11:61103676:61103862:+@11:61105413:61105602:+,0.922,0.876,0.744,lower,same,DAK
MXE,11:61102092:61102203:+@11:61103312:61103409:+@11:61103676:61103862:+@11:61105413:61105602:+,0.922,0.876,0.744,lower,same,DDB1
MXE,11:61129205:61129385:-@11:61124002:61124200:-@11:61121256:61121464:-@11:61120457:61120611:-,0.37,0.396,0.388,same,same,CYB561A3
MXE,11:61129205:61129385:-@11:61124002:61124200:-@11:61121256:61121464:-@11:61120457:61120611:-,0.37,0.396,0.388,same,same,DAK
MXE,11:61188862:61189080:-@11:61188019:61188045:-@11:61187942:61188002:-@11:61187421:61187566:-,0.478,0.456,0.554,same,same,CPSF7
MXE,11:61188862:61189080:-@11:61188664:61188729:-@11:61188526:61188599:-@11:61187942:61188045:-,0.648,0.588,0.734,same,same,CPSF7
MXE,11:61188862:61189080:-@11:61188664:61188729:-@11:61188526:61188602:-@11:61187942:61188045:-,0.654,0.614,0.73,same,same,CPSF7
MXE,11:61205097:61205320:+@11:61205476:61205585:+@11:61213413:61213703:+@11:61249254:61249390:+,0.424,0.42,0.366,same,same,PPP1R32
MXE,11:61205097:61205320:+@11:61205476:61205585:+@11:61213413:61213703:+@11:61249254:61249390:+,0.424,0.42,0.366,same,same,RN7SL23P
MXE,11:61205097:61205320:+@11:61205476:61205585:+@11:61213413:61213703:+@11:61249254:61249390:+,0.424,0.42,0.366,same,same,RP11-286N22.8
MXE,11:61205097:61205320:+@11:61205476:61205585:+@11:61213413:61213703:+@11:61249254:61249390:+,0.424,0.42,0.366,same,same,SDHAF2
MXE,11:61205476:61205585:+@11:61213413:61213703:+@11:61236136:61236186:+@11:61249254:61249390:+,0.99,0.99,0.988,same,same,PPP1R32
MXE,11:61205476:61205585:+@11:61213413:61213703:+@11:61236136:61236186:+@11:61249254:61249390:+,0.99,0.99,0.988,same,same,RN7SL23P
MXE,11:61205476:61205585:+@11:61213413:61213703:+@11:61236136:61236186:+@11:61249254:61249390:+,0.99,0.99,0.988,same,same,RP11-286N22.8
MXE,11:61205476:61205585:+@11:61213413:61213703:+@11:61236136:61236186:+@11:61249254:61249390:+,0.99,0.99,0.988,same,same,SDHAF2
MXE,11:61253271:61253383:+@11:61253816:61253875:+@11:61253996:61254082:+@11:61254420:61254533:+,0.466,0.524,0.284,lower,same,PPP1R32
MXE,11:61253271:61253383:+@11:61253816:61253875:+@11:61253996:61254082:+@11:61254420:61254533:+,0.466,0.524,0.284,lower,same,RP11-286N22.8
MXE,11:61314649:61314780:-@11:61314007:61314131:-@11:61313503:61313727:-@11:61309683:61310051:-,0.014,0.114,0.138,higher,same,RP11-794G24.1
MXE,11:61314649:61314780:-@11:61314007:61314131:-@11:61313503:61313727:-@11:61309683:61310051:-,0.014,0.114,0.138,higher,same,SYT7
MXE,11:61318856:61318935:-@11:61314649:61314780:-@11:61313503:61313727:-@11:61300461:61300596:-,0.674,0.848,0.818,higher,higher,RP11-794G24.1
MXE,11:61318856:61318935:-@11:61314649:61314780:-@11:61313503:61313727:-@11:61300461:61300596:-,0.674,0.848,0.818,higher,higher,SYT7
MXE,11:61318856:61318935:-@11:61314649:61314780:-@11:61313503:61313727:-@11:61309683:61310051:-,0.656,0.688,0.65,same,same,RP11-794G24.1
MXE,11:61318856:61318935:-@11:61314649:61314780:-@11:61313503:61313727:-@11:61309683:61310051:-,0.656,0.688,0.65,same,same,SYT7
MXE,11:614476:614534:-@11:614174:614399:-@11:613951:614037:-@11:613785:613865:-,0.528,0.564,0.452,same,same,IRF7
MXE,11:62529267:62529376:+@11:62530014:62530338:+@11:62530339:62530498:+@11:62532654:62532704:+,0.078,0.196,0.234,higher,higher,POLR2G
MXE,11:62599426:62599523:-@11:62598491:62598582:-@11:62595033:62595103:-@11:62594815:62594870:-,0.164,0.162,0.176,same,same,STX5
MXE,11:62599426:62599523:-@11:62598491:62598734:-@11:62595033:62595103:-@11:62594815:62594870:-,0.454,0.45,0.452,same,same,STX5
MXE,11:62622605:62622688:-@11:62621991:62622023:-@11:62621490:62621536:-@11:62621273:62621305:-,0.926,0.918,0.944,same,same,SNHG1
MXE,11:62649365:62649538:+@11:62649977:62650090:+@11:62650139:62650279:+@11:62650380:62650471:+,0.88,0.928,0.868,same,same,SLC3A2
MXE,11:62649365:62649538:+@11:62650002:62650090:+@11:62650139:62650279:+@11:62650380:62650471:+,0.942,0.966,0.936,same,same,SLC3A2
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63486174:63488504:+@11:63517463:63517670:+,0.99,0.99,0.988,same,same,RP11-697H9.5
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63486174:63488504:+@11:63517463:63517670:+,0.99,0.99,0.988,same,same,RTN3
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63486453:63488504:+@11:63517463:63517670:+,0.99,0.99,0.988,same,same,RP11-697H9.5
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63486453:63488504:+@11:63517463:63517670:+,0.99,0.99,0.988,same,same,RTN3
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63514419:63514496:+@11:63517463:63517670:+,0.984,0.986,0.99,same,same,RP11-697H9.5
MXE,11:63448972:63449250:+@11:63472323:63472379:+@11:63514419:63514496:+@11:63517463:63517670:+,0.984,0.986,0.99,same,same,RTN3
MXE,11:63448972:63449250:+@11:63486174:63488504:+@11:63514419:63514496:+@11:63517463:63517670:+,0.01,0.01,0.012,same,same,RP11-697H9.5
MXE,11:63448972:63449250:+@11:63486174:63488504:+@11:63514419:63514496:+@11:63517463:63517670:+,0.01,0.01,0.012,same,same,RTN3
MXE,11:63448972:63449250:+@11:63486453:63488504:+@11:63514419:63514496:+@11:63517463:63517670:+,0.01,0.01,0.016,same,same,RP11-697H9.5
MXE,11:63448972:63449250:+@11:63486453:63488504:+@11:63514419:63514496:+@11:63517463:63517670:+,0.01,0.01,0.016,same,same,RTN3
MXE,11:63672258:63672515:+@11:63673560:63673586:+@11:63675732:63675776:+@11:63676349:63678491:+,0.05,0.014,0.014,same,same,MARK2
MXE,11:6412614:6413386:+@11:6413423:6413426:+@11:6414446:6414617:+@11:6414847:6414923:+,0.01,0.01,0.008,same,same,SMPD1
MXE,11:64808373:64808578:+@11:64808758:64809338:+@11:64810497:64810636:+@11:64811697:64812300:+,0.41,0.576,0.542,higher,higher,NAALADL1
MXE,11:64808373:64808578:+@11:64808758:64809338:+@11:64810497:64810636:+@11:64811697:64812300:+,0.41,0.576,0.542,higher,higher,SAC3D1
MXE,11:64863699:64863950:+@11:64864470:64864599:+@11:64875053:64875199:+@11:64875275:64875494:+,0.496,0.468,0.49,same,same,VPS51
MXE,11:64879344:64879539:+@11:64879987:64880183:+@11:64880963:64881066:+@11:64882185:64882304:+,0.402,0.392,0.466,same,same,TM7SF2
MXE,11:64879987:64880183:+@11:64880283:64880337:+@11:64880692:64880886:+@11:64880963:64881066:+,0.18,0.224,0.232,same,same,TM7SF2
MXE,11:64879987:64880183:+@11:64880283:64880337:+@11:64880692:64880886:+@11:64882185:64882304:+,0.3,0.378,0.388,same,same,TM7SF2
MXE,11:64879987:64880183:+@11:64880283:64880337:+@11:64880841:64880886:+@11:64880963:64881066:+,0.3,0.366,0.326,same,same,TM7SF2
MXE,11:64879987:64880183:+@11:64880283:64880337:+@11:64880841:64880886:+@11:64882185:64882304:+,0.866,0.81,0.578,lower,same,TM7SF2
MXE,11:64880283:64880337:+@11:64880692:64880886:+@11:64880963:64881066:+@11:64882185:64882304:+,0.436,0.388,0.41,same,same,TM7SF2
MXE,11:64880283:64880337:+@11:64880841:64880886:+@11:64880963:64881066:+@11:64882185:64882304:+,0.04,0.058,0.188,higher,same,TM7SF2
MXE,11:64882385:64882553:+@11:64882786:64882866:+@11:64882948:64883070:+@11:64883365:64883856:+,0.53,0.506,0.436,same,same,TM7SF2
MXE,11:64900393:64900545:-@11:64900203:64900251:-@11:64899719:64899822:-@11:64898941:64899067:-,0.502,0.502,0.47,same,same,SYVN1
MXE,11:65147603:65147646:-@11:65147338:65147409:-@11:65146847:65147032:-@11:65144289:65144547:-,0.41,0.416,0.572,higher,same,SLC25A45
MXE,11:65154508:65154592:+@11:65156832:65156999:+@11:65161044:65161145:+@11:65161512:65161570:+,0.656,0.748,0.718,same,same,FRMD8
MXE,11:65154508:65154592:+@11:65156856:65156999:+@11:65161044:65161145:+@11:65161512:65161570:+,0.468,0.618,0.562,same,higher,FRMD8
MXE,11:65429408:65429559:-@11:65429158:65429290:-@11:65427595:65427686:-@11:65427137:65427268:-,0.334,0.332,0.33,same,same,RELA
MXE,11:65429408:65429559:-@11:65429158:65429306:-@11:65427595:65427686:-@11:65427137:65427268:-,0.53,0.518,0.526,same,same,RELA
MXE,11:65429408:65429559:-@11:65429158:65429339:-@11:65427595:65427686:-@11:65427137:65427268:-,0.344,0.35,0.346,same,same,RELA
MXE,11:65429650:65429676:-@11:65429408:65429559:-@11:65429158:65429306:-@11:65427137:65427268:-,0.528,0.526,0.532,same,same,RELA
MXE,11:65429650:65429676:-@11:65429408:65429559:-@11:65429158:65429306:-@11:65427595:65427686:-,0.42,0.418,0.42,same,same,RELA
MXE,11:65430297:65430389:-@11:65429650:65429676:-@11:65429408:65429559:-@11:65429158:65429306:-,0.242,0.296,0.248,same,same,RELA
MXE,11:65430297:65430389:-@11:65429650:65429818:-@11:65429408:65429559:-@11:65429158:65429306:-,0.008,0.004,0.012,same,same,RELA
MXE,11:65635332:65635527:-@11:65634492:65634550:-@11:65634316:65634405:-@11:65633918:65634183:-,0.546,0.42,0.61,same,lower,EFEMP2
MXE,11:65635332:65635527:-@11:65634492:65634550:-@11:65634316:65634405:-@11:65633918:65634183:-,0.546,0.42,0.61,same,lower,MUS81
MXE,11:66055069:66055147:-@11:66053172:66053229:-@11:66052852:66053007:-@11:66052344:66052437:-,0.522,0.524,0.558,same,same,CNIH2
MXE,11:66055069:66055147:-@11:66053172:66053229:-@11:66052852:66053007:-@11:66052344:66052437:-,0.522,0.524,0.558,same,same,YIF1A
MXE,11:66056426:66056599:-@11:66055552:66055763:-@11:66055283:66055387:-@11:66055069:66055147:-,0.52,0.508,0.548,same,same,YIF1A
MXE,11:66247484:66247936:+@11:66249651:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.6,0.578,0.56,same,same,CTD-3074O7.5
MXE,11:66247484:66247936:+@11:66249651:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.6,0.578,0.56,same,same,DPP3
MXE,11:66247484:66247936:+@11:66249664:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.628,0.598,0.582,same,same,CTD-3074O7.5
MXE,11:66247484:66247936:+@11:66249664:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.628,0.598,0.582,same,same,DPP3
MXE,11:66247484:66247936:+@11:66249667:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.624,0.596,0.582,same,same,CTD-3074O7.5
MXE,11:66247484:66247936:+@11:66249667:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.624,0.596,0.582,same,same,DPP3
MXE,11:66247484:66247936:+@11:66249760:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.482,0.474,0.462,same,same,CTD-3074O7.5
MXE,11:66247484:66247936:+@11:66249760:66249941:+@11:66252644:66252733:+@11:66254011:66254148:+,0.482,0.474,0.462,same,same,DPP3
MXE,11:66278484:66278560:+@11:66278676:66278710:+@11:66281877:66282149:+@11:66283011:66283057:+,0.254,0.284,0.302,same,same,BBS1
MXE,11:66278484:66278560:+@11:66278676:66278710:+@11:66281877:66282149:+@11:66283011:66283057:+,0.254,0.284,0.302,same,same,CTD-3074O7.11
MXE,11:66278676:66278710:+@11:66281877:66282149:+@11:66283011:66283057:+@11:66283164:66283202:+,0.8,0.772,0.7075,same,same,BBS1
MXE,11:66278676:66278710:+@11:66281877:66282149:+@11:66283011:66283057:+@11:66283164:66283202:+,0.8,0.772,0.7075,same,same,CTD-3074O7.11
MXE,11:66278676:66278710:+@11:66281977:66282149:+@11:66283011:66283057:+@11:66283164:66283202:+,0.724,0.682,0.7125,same,same,BBS1
MXE,11:66278676:66278710:+@11:66281977:66282149:+@11:66283011:66283057:+@11:66283164:66283202:+,0.724,0.682,0.7125,same,same,CTD-3074O7.11
MXE,11:66384097:66384528:+@11:66385967:66386032:+@11:66391372:66391439:+@11:66391685:66393149:+,0.488,0.646,0.598,higher,higher,RBM14
MXE,11:66384097:66384528:+@11:66385967:66386032:+@11:66391372:66391439:+@11:66391685:66393149:+,0.488,0.646,0.598,higher,higher,RBM14-RBM4
MXE,11:66384097:66384528:+@11:66385967:66386032:+@11:66391372:66391439:+@11:66391685:66393149:+,0.488,0.646,0.598,higher,higher,RBM4
MXE,11:66384097:66384528:+@11:66407171:66407594:+@11:66410921:66411611:+@11:66413498:66413939:+,0.598,0.624,0.598,same,same,RBM14
MXE,11:66384097:66384528:+@11:66407171:66407594:+@11:66410921:66411611:+@11:66413498:66413939:+,0.598,0.624,0.598,same,same,RBM14-RBM4
MXE,11:66384097:66384528:+@11:66407171:66407594:+@11:66410921:66411611:+@11:66413498:66413939:+,0.598,0.624,0.598,same,same,RBM4
MXE,11:66526514:66526567:+@11:66555631:66555740:+@11:66563752:66563835:+@11:66568112:66568167:+,0.394,0.438,0.524,higher,same,C11orf80
MXE,11:66526514:66526567:+@11:66555631:66555740:+@11:66563752:66563835:+@11:66568112:66568167:+,0.394,0.438,0.524,higher,same,FTLP6
MXE,11:66526514:66526567:+@11:66555631:66555740:+@11:66563752:66563835:+@11:66568112:66568167:+,0.394,0.438,0.524,higher,same,RP11-658F2.3
MXE,11:67196998:67197066:+@11:67200071:67200128:+@11:67200208:67200308:+@11:67200423:67200513:+,0.002,0.002,0.01,same,same,AP003419.16
MXE,11:67196998:67197066:+@11:67200071:67200128:+@11:67200208:67200308:+@11:67200423:67200513:+,0.002,0.002,0.01,same,same,RPS6KB2
MXE,11:67234783:67234859:-@11:67232527:67232571:-@11:67232274:67232327:-@11:67231824:67232167:-,0.432,0.366,0.374,same,same,TMEM134
MXE,11:67234783:67234859:-@11:67232527:67232738:-@11:67232274:67232327:-@11:67231824:67232167:-,0.104,0.178,0.246,higher,same,TMEM134
MXE,11:67374429:67374547:+@11:67374770:67374795:+@11:67374837:67375087:+@11:67375867:67375949:+,0.932,0.87,0.796,lower,same,NDUFV1
MXE,11:68228199:68228295:+@11:68272613:68272717:+@11:68282496:68282634:+@11:68286969:68287119:+,0.896,0.91,0.842,same,same,AP000807.1
MXE,11:68228199:68228295:+@11:68272613:68272717:+@11:68282496:68282634:+@11:68286969:68287119:+,0.896,0.91,0.842,same,same,AP000807.2
MXE,11:68228199:68228295:+@11:68272613:68272717:+@11:68282496:68282634:+@11:68286969:68287119:+,0.896,0.91,0.842,same,same,NDUFA3P2
MXE,11:68228199:68228295:+@11:68272613:68272717:+@11:68282496:68282634:+@11:68286969:68287119:+,0.896,0.91,0.842,same,same,PPP6R3
MXE,11:68228199:68228295:+@11:68272613:68272739:+@11:68282496:68282634:+@11:68286969:68287119:+,0.904,0.914,0.876,same,same,AP000807.1
MXE,11:68228199:68228295:+@11:68272613:68272739:+@11:68282496:68282634:+@11:68286969:68287119:+,0.904,0.914,0.876,same,same,AP000807.2
MXE,11:68228199:68228295:+@11:68272613:68272739:+@11:68282496:68282634:+@11:68286969:68287119:+,0.904,0.914,0.876,same,same,NDUFA3P2
MXE,11:68228199:68228295:+@11:68272613:68272739:+@11:68282496:68282634:+@11:68286969:68287119:+,0.904,0.914,0.876,same,same,PPP6R3
MXE,11:68228199:68228295:+@11:68286969:68287119:+@11:68305127:68305359:+@11:68312306:68312492:+,0.414,0.442,0.474,same,same,AP000807.1
MXE,11:68228199:68228295:+@11:68286969:68287119:+@11:68305127:68305359:+@11:68312306:68312492:+,0.414,0.442,0.474,same,same,AP000807.2
MXE,11:68228199:68228295:+@11:68286969:68287119:+@11:68305127:68305359:+@11:68312306:68312492:+,0.414,0.442,0.474,same,same,NDUFA3P2
MXE,11:68228199:68228295:+@11:68286969:68287119:+@11:68305127:68305359:+@11:68312306:68312492:+,0.414,0.442,0.474,same,same,PPP6R3
MXE,11:69489319:69490063:-@11:69487984:69488089:-@11:69486517:69486587:-@11:69482663:69482780:-,0.364,0.334,0.35,same,same,ORAOV1
MXE,11:69489958:69490184:-@11:69487984:69488089:-@11:69486517:69486587:-@11:69482663:69482780:-,0.58,0.564,0.57,same,same,ORAOV1
MXE,11:69489958:69490184:-@11:69489319:69489534:-@11:69487984:69488089:-@11:69486517:69486587:-,0.014,0.026,0.012,same,same,ORAOV1
MXE,11:69995816:69995898:+@11:69995993:69996004:+@11:69998556:69998567:+@11:69999163:69999234:+,0.01,0.014,0.048,same,same,ANO1
MXE,11:70194295:70194526:+@11:70196029:70196145:+@11:70197100:70197129:+@11:70200407:70200558:+,0.56,0.218,0.282,lower,lower,AP000487.6
MXE,11:70194295:70194526:+@11:70196029:70196145:+@11:70197100:70197129:+@11:70200407:70200558:+,0.56,0.218,0.282,lower,lower,PPFIA1
MXE,11:70266506:70266616:+@11:70267576:70267686:+@11:70268615:70268698:+@11:70269046:70269101:+,0.99,0.992,0.992,same,same,CTTN
MXE,11:70266506:70266616:+@11:70267576:70267686:+@11:70268615:70268737:+@11:70269046:70269101:+,0.986,0.988,0.988,same,same,CTTN
MXE,11:706141:706288:+@11:706596:706801:+@11:708575:708643:+@11:709330:709451:+,0.432,0.412,0.72,higher,same,AP006621.9
MXE,11:706141:706288:+@11:706596:706801:+@11:708575:708643:+@11:709330:709451:+,0.432,0.412,0.72,higher,same,DEAF1
MXE,11:706141:706288:+@11:706596:706801:+@11:708575:708643:+@11:709330:709451:+,0.432,0.412,0.72,higher,same,EPS8L2
MXE,11:706141:706288:+@11:706674:706801:+@11:708575:708643:+@11:709330:709451:+,0.654,0.554,0.668,same,lower,AP006621.9
MXE,11:706141:706288:+@11:706674:706801:+@11:708575:708643:+@11:709330:709451:+,0.654,0.554,0.668,same,lower,DEAF1
MXE,11:706141:706288:+@11:706674:706801:+@11:708575:708643:+@11:709330:709451:+,0.654,0.554,0.668,same,lower,EPS8L2
MXE,11:706141:706288:+@11:706677:706801:+@11:708575:708643:+@11:709330:709451:+,0.556,0.548,0.624,same,same,AP006621.9
MXE,11:706141:706288:+@11:706677:706801:+@11:708575:708643:+@11:709330:709451:+,0.556,0.548,0.624,same,same,DEAF1
MXE,11:706141:706288:+@11:706677:706801:+@11:708575:708643:+@11:709330:709451:+,0.556,0.548,0.624,same,same,EPS8L2
MXE,11:71500829:71500891:+@11:71502782:71502865:+@11:71504426:71504527:+@11:71507063:71507212:+,0.856,0.908,0.756,same,same,CTD-2313N18.5
MXE,11:71500829:71500891:+@11:71502782:71502865:+@11:71504426:71504527:+@11:71507063:71507212:+,0.856,0.908,0.756,same,same,FAM86C1
MXE,11:71500829:71500891:+@11:71502785:71502865:+@11:71504426:71504527:+@11:71507063:71507212:+,0.79,0.874,0.632,lower,same,CTD-2313N18.5
MXE,11:71500829:71500891:+@11:71502785:71502865:+@11:71504426:71504527:+@11:71507063:71507212:+,0.79,0.874,0.632,lower,same,FAM86C1
MXE,11:71671796:71671937:+@11:71673198:71673335:+@11:71689132:71689281:+@11:71693807:71693961:+,0.728,0.802,0.942,higher,same,RNF121
MXE,11:71780888:71780957:-@11:71761708:71761879:-@11:71760465:71760585:-@11:71746948:71747021:-,0.082,0.128,0.2025,higher,same,NUMA1
MXE,11:71780888:71780957:-@11:71761708:71761879:-@11:71760465:71760585:-@11:71746948:71747021:-,0.082,0.128,0.2025,higher,same,RNU6-292P
MXE,11:71780888:71780957:-@11:71773635:71773732:-@11:71760465:71760585:-@11:71746948:71747021:-,0.08,0.136,0.27,higher,same,NUMA1
MXE,11:71780888:71780957:-@11:71773635:71773732:-@11:71760465:71760585:-@11:71746948:71747021:-,0.08,0.136,0.27,higher,same,RNU6-292P
MXE,11:71780888:71780957:-@11:71779125:71779277:-@11:71760465:71760585:-@11:71746948:71747021:-,0.478,0.604,0.746,higher,higher,NUMA1
MXE,11:71780888:71780957:-@11:71779125:71779277:-@11:71760465:71760585:-@11:71746948:71747021:-,0.478,0.604,0.746,higher,higher,RNU6-292P
MXE,11:71780888:71780957:-@11:71779125:71779277:-@11:71761708:71761879:-@11:71746948:71747021:-,0.92,0.912,0.924,same,same,NUMA1
