eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
RI,14:24657629-24657550:-@14:24657463-24657422:-,0.008,0.012,0.028,same,same,IPO4
RI,14:24657629-24657550:-@14:24657463-24657422:-,0.008,0.012,0.028,same,same,RP11-468E2.2
RI,14:24657844-24657758:-@14:24657597-24657550:-,0.33,0.47,0.586,higher,higher,IPO4
RI,14:24657844-24657758:-@14:24657597-24657550:-,0.33,0.47,0.586,higher,higher,RP11-468E2.2
RI,14:24657844-24657758:-@14:24657629-24657550:-,0.04,0.04,0.07,same,same,IPO4
RI,14:24657844-24657758:-@14:24657629-24657550:-,0.04,0.04,0.07,same,same,RP11-468E2.2
RI,14:24658003-24657925:-@14:24657844-24657758:-,0.046,0.05,0.054,same,same,IPO4
RI,14:24658003-24657925:-@14:24657844-24657758:-,0.046,0.05,0.054,same,same,RP11-468E2.2
RI,14:24658075-24657925:-@14:24657844-24657758:-,0.056,0.06,0.062,same,same,IPO4
RI,14:24658075-24657925:-@14:24657844-24657758:-,0.056,0.06,0.062,same,same,RP11-468E2.2
RI,14:24675715-24675929:+@14:24676322-24676715:+,0.686,0.82,0.8,higher,higher,TM9SF1
RI,14:24675715-24675929:+@14:24676322-24676715:+,0.686,0.82,0.8,higher,higher,TSSK4
RI,14:24675715-24675929:+@14:24676352-24676715:+,0.692,0.81,0.84,higher,higher,TM9SF1
RI,14:24675715-24675929:+@14:24676352-24676715:+,0.692,0.81,0.84,higher,higher,TSSK4
RI,14:24685003-24684943:-@14:24684868-24684758:-,0.474,0.674,0.766,higher,higher,AL136419.6
RI,14:24685003-24684943:-@14:24684868-24684758:-,0.474,0.674,0.766,higher,higher,MDP1
RI,14:24685003-24684943:-@14:24684868-24684758:-,0.474,0.674,0.766,higher,higher,NEDD8-MDP1
RI,14:24707452-24707611:+@14:24707795-24708448:+,0.128,0.212,0.352,higher,same,GMPR2
RI,14:24707795-24707954:+@14:24708112-24708448:+,0.992,0.99,0.984,same,same,GMPR2
RI,14:24709361-24709270:-@14:24709137-24708849:-,0.872,0.908,0.966,same,same,TINF2
RI,14:24736095-24735982:-@14:24735723-24735636:-,0.044,0.07,0.074,same,same,RABGGTA
RI,14:24737626-24737575:-@14:24737404-24737316:-,0.034,0.074,0.154,higher,same,RABGGTA
RI,14:24738032-24737931:-@14:24737825-24737720:-,0.066,0.054,0.11,same,same,RABGGTA
RI,14:24740375-24740319:-@14:24740153-24740043:-,0.49,0.564,0.79,higher,same,RABGGTA
RI,14:24740375-24740319:-@14:24740204-24740043:-,0.114,0.338,0.516,higher,higher,RABGGTA
RI,14:24760831-24760762:-@14:24760425-24760345:-,0.044,0.074,0.156,higher,same,DHRS1
RI,14:24761990-24761858:-@14:24761536-24761390:-,0.062,0.122,0.216,higher,same,DHRS1
RI,14:24838359-24838582:+@14:24838705-24839800:+,0.344,0.41,0.32,same,same,NFATC4
RI,14:24845500-24846084:+@14:24846844-24847207:+,0.27,0.226,0.226666666666667,same,same,NFATC4
RI,14:24845500-24846084:+@14:24846844-24848810:+,0.498,0.462,0.4675,same,same,NFATC4
RI,14:35872065-35871977:-@14:35871740-35871600:-,0.832,0.848,0.804,same,same,NFKBIA
RI,14:35872065-35871977:-@14:35871869-35871600:-,0.05,0.04,0.054,same,same,NFKBIA
RI,14:39572437-39572402:-@14:39572327-39572236:-,0.832,0.904,0.884,same,same,RP11-545M17.1
RI,14:39572437-39572402:-@14:39572327-39572236:-,0.832,0.904,0.884,same,same,SEC23A
RI,14:39628754-39628654:-@14:39627606-39627489:-,0.012,0.034,0.026,same,same,TRAPPC6B
RI,14:39628754-39628687:-@14:39627606-39627489:-,0.01,0.024,0.03,same,same,TRAPPC6B
RI,14:45565306-45565431:+@14:45566090-45566208:+,0.076,0.078,0.064,same,same,PRPF39
RI,14:45565627-45565695:+@14:45565799-45565961:+,0.732,0.556,0.834,higher,lower,PRPF39
RI,14:50246313-50246393:+@14:50246466-50246524:+,0.092,0.076,0.184,same,same,KLHDC2
RI,14:55251058-55251099:+@14:55251255-55251338:+,0.364,0.454,0.344,same,same,SAMD4A
RI,14:55251058-55251165:+@14:55251255-55251338:+,0.332,0.352,0.198,lower,same,SAMD4A
RI,14:56138284-56138373:+@14:56138503-56138595:+,0.02,0.016,0.018,same,same,KTN1
RI,14:58690340-58690419:+@14:58690501-58690574:+,0.048,0.046,0.048,same,same,ACTR10
RI,14:58690340-58690419:+@14:58690501-58690574:+,0.048,0.046,0.048,same,same,C14orf37
RI,14:64489469-64489581:+@14:64490975-64491177:+,0.0125,0.01,0.04,same,same,SYNE2
RI,14:65198079-65198261:+@14:65198432-65198524:+,0.026,0.032,0.03,same,same,PLEKHG3
RI,14:65203571-65203609:+@14:65204074-65204093:+,0.548,0.49,0.5,same,same,PLEKHG3
RI,14:68060669-68060627:-@14:68060530-68060460:-,0.984,0.974,0.978,same,same,PIGH
RI,14:68229129-68228920:-@14:68228301-68228083:-,0.036,0.046,0.128,same,same,ZFYVE26
RI,14:69925080-69925446:+@14:69928414-69929098:+,0.858,0.878,0.754,lower,same,SLC39A9
RI,14:70235515-70235613:+@14:70235899-70235968:+,0.022,0.022,0.032,same,same,SRSF5
RI,14:70235515-70235613:+@14:70235899-70237257:+,0.068,0.078,0.1,same,same,SRSF5
RI,14:70235515-70235968:+@14:70237184-70237257:+,0.276,0.212,0.276,same,same,SRSF5
RI,14:70235899-70235968:+@14:70236228-70237257:+,0.756,0.704,0.518,lower,same,SRSF5
RI,14:70235899-70235968:+@14:70237184-70237257:+,0.096,0.07,0.102,same,same,SRSF5
RI,14:72171438-72171500:+@14:72171939-72172057:+,0.074,0.09,0.164,same,same,SIPA1L1
RI,14:73566375-73566458:+@14:73569900-73570186:+,0.052,0.02,0.01,same,same,RBM25
RI,14:73577539-73577863:+@14:73578236-73578510:+,0.022,0.02,0.016,same,same,RBM25
RI,14:74343701-74343871:+@14:74346758-74346879:+,0.058,0.068,0.052,same,same,PTGR2
RI,14:74343701-74343871:+@14:74346758-74346879:+,0.058,0.068,0.052,same,same,RP5-1021I20.4
RI,14:74424850-74424980:+@14:74425674-74425781:+,0.216,0.368,0.238,same,higher,COQ6
RI,14:74424850-74424980:+@14:74425674-74425781:+,0.216,0.368,0.238,same,higher,ENTPD5
RI,14:74426118-74426225:+@14:74427876-74428078:+,0.024,0.06,0.054,same,same,COQ6
RI,14:74426118-74426225:+@14:74427876-74428078:+,0.024,0.06,0.054,same,same,ENTPD5
RI,14:74759951-74759857:-@14:74759572-74759451:-,0.098,0.214,0.184,same,higher,ABCD4
RI,14:74759951-74759857:-@14:74759572-74759451:-,0.098,0.214,0.184,same,higher,AC005519.4
RI,14:74764772-74764342:-@14:74763152-74763036:-,0.126,0.196,0.388,higher,same,ABCD4
RI,14:74764772-74764633:-@14:74763152-74763036:-,0.044,0.06,0.152,higher,same,ABCD4
RI,14:75373827-75373721:-@14:75373462-75372346:-,0.766,0.554,0.68,same,lower,RPS6KL1
RI,14:75573405-75573205:-@14:75572699-75572653:-,0.128,0.08,0.108,same,same,NEK9
RI,14:76548638-76548710:+@14:76548960-76549035:+,0.03,0.034,0.054,same,same,IFT43
RI,14:76639889-76639968:+@14:76642966-76643033:+,0.056,0.15,0.126,same,same,GPATCH2L
RI,14:77746271-77746027:-@14:77745929-77745880:-,0.576,0.448,0.58,same,lower,POMT2
RI,14:77746271-77746166:-@14:77745212-77745072:-,0.058,0.066,0.168,higher,same,POMT2
RI,14:77746271-77746166:-@14:77745304-77745072:-,0.128,0.164,0.382,higher,same,POMT2
RI,14:77793815-77793853:+@14:77794255-77794380:+,0.056,0.092,0.086,same,same,GSTZ1
RI,14:77793815-77793895:+@14:77794255-77794380:+,0.022,0.032,0.034,same,same,GSTZ1
RI,14:81297638-81297487:-@14:81296627-81296509:-,0.332,0.398,0.518,higher,same,CEP128
RI,14:88893974-88894040:+@14:88895692-88895807:+,0.026,0.04,0.03,same,same,SPATA7
RI,14:88904182-88904247:+@14:88904671-88904799:+,0.958,0.924,0.902,same,same,SPATA7
RI,14:88936394-88936266:-@14:88936077-88935843:-,0.072,0.072,0.13,same,same,PTPN21
RI,14:88936394-88936266:-@14:88936077-88935843:-,0.072,0.072,0.13,same,same,SPATA7
RI,14:89034202-89034260:+@14:89034383-89034497:+,0.182,0.134,0.162,same,same,ZC3H14
RI,14:89075611-89075747:+@14:89076023-89076147:+,0.104,0.082,0.074,same,same,ZC3H14
RI,14:89075611-89075747:+@14:89076056-89076147:+,0.042,0.034,0.03,same,same,ZC3H14
RI,14:89075611-89075747:+@14:89076059-89076147:+,0.07,0.058,0.052,same,same,ZC3H14
RI,14:89075611-89075747:+@14:89076071-89076147:+,0.156,0.134,0.118,same,same,ZC3H14
RI,14:89307381-89307540:+@14:89307769-89307858:+,0.052,0.12,0.106,same,same,TTC8
RI,14:90735741-90735892:+@14:90736542-90736696:+,0.01,0.01,0.01,same,same,PSMC1
RI,14:93151332-93151495:+@14:93154031-93154394:+,0.066,0.098,0.142,same,same,RIN3
RI,14:94524243-94524168:-@14:94521530-94521342:-,0.016,0.016,0.014,same,same,DDX24
RI,14:95660933-95660552:-@14:95660256-95660186:-,0.696,0.722,0.664,same,same,CLMN
RI,14:95660933-95660873:-@14:95660256-95660186:-,0.06,0.066,0.092,same,same,CLMN
RI,14:95918720-95918584:-@14:95916442-95916268:-,0.02,0.0375,0.03,same,same,SYNE3
RI,14:99967103-99967208:+@14:99968544-99968713:+,0.012,0.016,0.02,same,same,CCNK
RI,14:99969056-99969321:+@14:99969948-99969981:+,0.008,0.012,0.01,same,same,CCNK
RI,15:100272212-100271923:-@15:100271612-100271563:-,0.372,0.486,0.3125,same,higher,LYSMD4
RI,15:100272212-100271923:-@15:100271627-100271563:-,0.364,0.538,0.305,same,higher,LYSMD4
RI,15:101402048-101402309:+@15:101402432-101402547:+,0.79,0.82,0.85,same,same,RP11-66B24.1
RI,15:101402048-101402309:+@15:101402432-101402547:+,0.79,0.82,0.85,same,same,RP11-66B24.2
RI,15:101402048-101402309:+@15:101402432-101402547:+,0.79,0.82,0.85,same,same,RP11-66B24.7
RI,15:101402048-101402309:+@15:101402432-101402547:+,0.79,0.82,0.85,same,same,RP11-66B24.8
RI,15:101815566-101815460:-@15:101814886-101814797:-,0.01,0.01,0.01,same,same,VIMP
RI,15:101827215-101827113:-@15:101826006-101825931:-,0.046,0.05,0.048,same,same,SNRPA1
RI,15:20644908-20644761:-@15:20644376-20644180:-,0.838,0.773333333333333,0.87,same,same,HERC2P3
RI,15:28881633-28881847:+@15:28882121-28882253:+,0.03,0.074,0.192,higher,same,HERC2P9
RI,15:28886068-28886238:+@15:28886316-28886458:+,0.14,0.072,0.116,same,same,HERC2P9
RI,15:28900419-28900566:+@15:28900641-28900837:+,0.44,0.41,0.33,lower,same,HERC2P9
RI,15:34447032-34446987:-@15:34446885-34446845:-,0.566666666666667,0.4875,0.48,same,same,KATNBL1
RI,15:34630258-34630162:-@15:34628868-34628611:-,0.702,0.788,0.626,same,same,SLC12A6
RI,15:34630258-34630162:-@15:34628887-34628611:-,0.7,0.776,0.634,same,same,SLC12A6
RI,15:34630258-34630162:-@15:34628953-34628611:-,0.71,0.778,0.626,same,same,SLC12A6
RI,15:34652410-34652312:-@15:34651946-34651790:-,0.072,0.152,0.342,higher,same,LPCAT4
RI,15:34680153-34680034:-@15:34678942-34678826:-,0.414,0.408,0.614,higher,same,GOLGA8A
RI,15:34826374-34826255:-@15:34825163-34825047:-,0.372,0.342,0.558,higher,same,GOLGA8A
RI,15:34826374-34826255:-@15:34825163-34825047:-,0.372,0.342,0.558,higher,same,GOLGA8B
RI,15:35167065-35166878:-@15:35166200-35166029:-,0.016,0.012,0.008,same,same,AQR
RI,15:39885598-39885869:+@15:39886300-39886397:+,0.02,0.02,0.02,same,same,CTD-2033D15.1
RI,15:39885598-39885869:+@15:39886300-39886397:+,0.02,0.02,0.02,same,same,THBS1
RI,15:40294592-40294711:+@15:40294914-40294989:+,0.54,0.526,0.463333333333333,same,same,EIF2AK4
RI,15:40331149-40331077:-@15:40330595-40330483:-,0,0,0.002,same,same,SRP14
RI,15:40568128-40568306:+@15:40569317-40569688:+,0.89,0.916,0.858,same,same,PAK6
RI,15:40568128-40568306:+@15:40569317-40569688:+,0.89,0.916,0.858,same,same,RP11-133K1.2
RI,15:40581119-40580803:-@15:40580209-40580110:-,0.808,0.855,0.86,same,same,PLCB2
RI,15:40631820-40631713:-@15:40631104-40630949:-,0.04,0.1,0.31,higher,same,C15orf52
RI,15:41046988-41046927:-@15:41046828-41046795:-,0.972,0.966,0.956,same,same,RMDN3
RI,15:41102050-41102168:+@15:41102269-41102414:+,0.024,0.066,0.22,higher,same,ZFYVE19
RI,15:41105536-41105615:+@15:41105911-41106009:+,0.078,0.172,0.336,higher,same,ZFYVE19
RI,15:41106141-41106268:+@15:41106346-41106767:+,0.224,0.2,0.616,higher,same,ZFYVE19
RI,15:41810380-41810204:-@15:41810055-41809996:-,0.018,0.056,0.074,same,same,RPAP1
RI,15:42040835-42040910:+@15:42041028-42041125:+,0.956,0.954,0.968,same,same,MGA
RI,15:42104714-42104851:+@15:42105117-42105299:+,0.056,0.074,0.134,same,same,MAPKBP1
RI,15:42104714-42105299:+@15:42105819-42105979:+,0.038,0.082,0.09,same,same,MAPKBP1
RI,15:42107457-42107603:+@15:42107822-42107997:+,0.07,0.07,0.0933333333333333,same,same,MAPKBP1
RI,15:42111444-42111577:+@15:42111793-42111848:+,0.078,0.128,0.0833333333333333,same,same,MAPKBP1
RI,15:42126938-42127091:+@15:42127168-42127421:+,0.33,0.346,0.618,higher,same,JMJD7
RI,15:42126938-42127091:+@15:42127168-42127421:+,0.33,0.346,0.618,higher,same,JMJD7-PLA2G4B
RI,15:42126938-42127091:+@15:42127168-42127421:+,0.33,0.346,0.618,higher,same,PLA2G4B
RI,15:42128673-42128749:+@15:42128979-42129138:+,0.05,0.108,0.39,higher,same,JMJD7
RI,15:42128673-42128749:+@15:42128979-42129138:+,0.05,0.108,0.39,higher,same,JMJD7-PLA2G4B
RI,15:42128673-42128749:+@15:42128979-42129138:+,0.05,0.108,0.39,higher,same,PLA2G4B
RI,15:42129266-42129572:+@15:42132223-42132428:+,0.198,0.234,0.224,same,same,JMJD7
RI,15:42129266-42129572:+@15:42132223-42132428:+,0.198,0.234,0.224,same,same,JMJD7-PLA2G4B
RI,15:42129266-42129572:+@15:42132223-42132428:+,0.198,0.234,0.224,same,same,PLA2G4B
RI,15:42138141-42138245:+@15:42138401-42138580:+,0.104,0.134,0.37,higher,same,JMJD7-PLA2G4B
RI,15:42138141-42138245:+@15:42138401-42138580:+,0.104,0.134,0.37,higher,same,PLA2G4B
RI,15:42805153-42805194:+@15:42805372-42805645:+,0.604,0.57,0.734,higher,same,SNAP23
RI,15:42805153-42805194:+@15:42805534-42805645:+,0.582,0.662,0.66,same,same,SNAP23
RI,15:42805153-42805194:+@15:42805597-42805645:+,0.006,0.008,0.006,same,same,SNAP23
RI,15:42840442-42840304:-@15:42839727-42839459:-,0.012,0.01,0.012,same,same,LRRC57
RI,15:43318861-43318759:-@15:43317627-43317572:-,0.012,0.022,0.022,same,same,UBR1
RI,15:43478018-43478077:+@15:43478352-43478431:+,0.01,0.02,0.076,same,same,CCNDBP1
RI,15:43478018-43478077:+@15:43478352-43478431:+,0.01,0.02,0.076,same,same,EPB42
RI,15:43486279-43486335:+@15:43486613-43486659:+,0.386,0.292,0.308,same,same,CCNDBP1
RI,15:43486279-43486335:+@15:43486613-43486659:+,0.386,0.292,0.308,same,same,EPB42
RI,15:43693914-43694048:+@15:43695881-43695997:+,0.056,0.042,0.06,same,same,TUBGCP4
RI,15:43903513-43902510:-@15:43901532-43901474:-,0.572,0.58,0.425,lower,same,STRC
RI,15:43908888-43908710:-@15:43907767-43907631:-,0.688,0.6825,0.526666666666667,lower,same,STRC
RI,15:44166660-44166317:-@15:44166137-44165473:-,0.916,0.91,0.946,same,same,FRMD5
RI,15:45007621-45007899:+@15:45008527-45008554:+,0.01,0.01,0.01,same,same,B2M
RI,15:45048566-45048661:+@15:45050811-45051052:+,0.175,0.274,0.08,same,same,TRIM69
RI,15:45048566-45048661:+@15:45050819-45051052:+,0.1775,0.224,0.1,same,same,TRIM69
RI,15:50868116-50868066:-@15:50867986-50867921:-,0.014,0.018,0.024,same,same,TRPM7
RI,15:55653142-55653038:-@15:55651888-55651737:-,0.99,0.99,0.986,same,same,CCPG1
RI,15:55653142-55653038:-@15:55651888-55651737:-,0.99,0.99,0.986,same,same,DYX1C1-CCPG1
RI,15:57998132-57998570:+@15:57998690-57999153:+,0.066,0.05,0.026,same,same,GCOM1
RI,15:57998132-57998570:+@15:57998690-57999153:+,0.066,0.05,0.026,same,same,POLR2M
RI,15:59399521-59399649:+@15:59399756-59399869:+,0.02,0.024,0.022,same,same,CCNB2
RI,15:63045972-63046115:+@15:63047731-63047892:+,0.01,0.018,0.05,same,same,TLN2
RI,15:63335905-63336030:+@15:63336226-63336351:+,0.046,0.04,0.046,same,same,TPM1
RI,15:63353397-63353472:+@15:63354414-63354476:+,0,0.01,0.01,same,same,TPM1
RI,15:63447930-63447820:-@15:63446259-63446052:-,0,0.002,0.002,same,same,RPS27L
RI,15:66793842-66793713:-@15:66793443-66793287:-,0.01,0.022,0.028,same,same,RPL4
RI,15:66793842-66793713:-@15:66793443-66793287:-,0.01,0.022,0.028,same,same,SNORD18C
RI,15:66795502-66795396:-@15:66795088-66794950:-,0.01,0.01,0.01,same,same,RPL4
RI,15:66795502-66795396:-@15:66795088-66794950:-,0.01,0.01,0.01,same,same,SNORD16
RI,15:66795867-66795696:-@15:66795502-66795396:-,0.02,0.024,0.028,same,same,RPL4
RI,15:66795867-66795696:-@15:66795502-66795396:-,0.02,0.024,0.028,same,same,SNORD18A
RI,15:67458869-67459029:+@15:67459117-67459191:+,0.71,0.57,0.722,same,lower,SMAD3
RI,15:69745986-69746060:+@15:69747509-69747626:+,0,0,0,same,same,RPLP1
RI,15:72647965-72647900:-@15:72646078-72646032:-,0,0,0,same,same,HEXA
RI,15:72647965-72647900:-@15:72646078-72646032:-,0,0,0,same,same,RP11-106M3.2
RI,15:74005275-74005404:+@15:74005631-74006855:+,0.992,0.99,0.992,same,same,CD276
RI,15:74326819-74326871:+@15:74327513-74328735:+,0.248,0.53,0.662,higher,higher,PML
RI,15:74494791-74494759:-@15:74494655-74494496:-,0.042,0.104,0.43,higher,same,STRA6
RI,15:74753606-74753759:+@15:74754224-74754372:+,0.958,0.958,0.942,same,same,UBL7-AS1
RI,15:74912350-74912566:+@15:74914461-74914557:+,0.046,0.03,0.022,same,same,CLK3
RI,15:74914461-74914557:+@15:74914835-74914901:+,0.036,0.032,0.026,same,same,CLK3
RI,15:75013394-75013308:-@15:75013115-75013061:-,0.058,0.076,0.144,same,same,CYP1A1
RI,15:75015464-75014876:-@15:75014682-75014614:-,0.988,0.982,0.974,same,same,CYP1A1
RI,15:75092753-75092846:+@15:75093022-75093087:+,0.036,0.038,0.056,same,same,CSK
RI,15:75093022-75093087:+@15:75093164-75093263:+,0.024,0.04,0.052,same,same,CSK
RI,15:75094036-75094231:+@15:75094338-75094424:+,0.058,0.06,0.11,same,same,CSK
RI,15:75132982-75132839:-@15:75132657-75132575:-,0.27,0.388,0.782,higher,higher,ULK3
RI,15:75134761-75134621:-@15:75134459-75134416:-,0.418,0.592,0.826,higher,higher,ULK3
RI,15:75134761-75134621:-@15:75134536-75134416:-,0.19,0.304,0.748,higher,higher,ULK3
RI,15:75135017-75134876:-@15:75134758-75134621:-,0.334,0.378,0.636,higher,same,ULK3
RI,15:75135017-75134876:-@15:75134761-75134621:-,0.114,0.216,0.552,higher,higher,ULK3
RI,15:75135017-75134880:-@15:75134761-75134621:-,0.132,0.246,0.618,higher,higher,ULK3
RI,15:75135017-75134880:-@15:75134790-75134621:-,0.12,0.216,0.598,higher,same,ULK3
RI,15:75146460-75146362:-@15:75144527-75144410:-,0.008,0.008,0.008,same,same,SCAMP2
RI,15:75194404-75194291:-@15:75192478-75192333:-,0.41,0.688,0.394,same,higher,CTD-2235H24.2
RI,15:75194404-75194291:-@15:75192478-75192333:-,0.41,0.688,0.394,same,higher,FAM219B
RI,15:75195127-75194945:-@15:75194404-75192333:-,0.704,0.848,0.686,same,higher,CTD-2235H24.2
RI,15:75195127-75194945:-@15:75194404-75192333:-,0.704,0.848,0.686,same,higher,FAM219B
RI,15:75197572-75197495:-@15:75197053-75197005:-,0.026,0.036,0.022,same,same,FAM219B
RI,15:75198706-75198619:-@15:75197572-75197005:-,0.072,0.078,0.086,same,same,FAM219B
RI,15:75630403-75630474:+@15:75630696-75630761:+,0.01,0.01,0.004,same,same,COMMD4
RI,15:75630403-75630479:+@15:75630696-75630761:+,0.816,0.828,0.596,lower,same,COMMD4
RI,15:75649243-75649134:-@15:75649026-75648947:-,0.206,0.25,0.18,same,same,MAN2C1
RI,15:75651149-75651045:-@15:75650959-75650803:-,0.382,0.396,0.513333333333333,higher,same,MAN2C1
RI,15:75654061-75653945:-@15:75653722-75653627:-,0.04,0.076,0.25,higher,same,MAN2C1
RI,15:78449250-78449504:+@15:78449890-78449973:+,0.026,0.044,0.026,same,same,IDH3A
RI,15:78449250-78449504:+@15:78449915-78449973:+,0.668,0.834,0.628,same,higher,IDH3A
RI,15:78834519-78834561:+@15:78834825-78834987:+,0.01,0.008,0.01,same,same,PSMA4
RI,15:78834519-78834561:+@15:78834918-78834987:+,0.99,0.982,0.974,same,same,PSMA4
RI,15:79183331-79183356:+@15:79183826-79183914:+,0,0,0,same,same,MORF4L1
RI,15:80445136-80445183:+@15:80445368-80445477:+,0.194,0.212,0.32,higher,same,FAH
RI,15:81616482-81616143:-@15:81614881-81614749:-,0.95,0.962,0.96,same,same,STARD5
RI,15:82822779-82822714:-@15:82821289-82821163:-,0,0,0,same,same,RPS17
RI,15:82823393-82823288:-@15:82822779-82822714:-,0,0,0,same,same,RPS17
RI,15:82936363-82936283:-@15:82935618-82935531:-,0.034,0.07,0.096,same,same,GOLGA6L18
RI,15:83207122-83207057:-@15:83205632-83205506:-,0,0,0,same,same,RPS17L
RI,15:83207736-83207631:-@15:83207122-83207057:-,0,0,0,same,same,RPS17L
RI,15:83425656-83425691:+@15:83425798-83425958:+,0.954,0.946,0.942,same,same,FSD2
RI,15:83425656-83425691:+@15:83425798-83425958:+,0.954,0.946,0.942,same,same,RP11-752G15.6
RI,15:83425656-83425691:+@15:83425798-83425958:+,0.954,0.946,0.942,same,same,SCARNA15
RI,15:84871772-84871622:-@15:84869960-84868063:-,0.648,0.744,0.708,same,same,GOLGA2P7
RI,15:85163833-85164003:+@15:85165809-85165945:+,0.9,0.9,0.87,same,same,ZSCAN2
RI,15:85163833-85164003:+@15:85165877-85165945:+,0.898,0.818,0.836,same,same,ZSCAN2
RI,15:85189579-85189204:-@15:85189067-85188702:-,0.278,0.528,0.68,higher,higher,WDR73
RI,15:85189579-85189415:-@15:85189067-85188702:-,0.156,0.324,0.392,higher,higher,WDR73
RI,15:85189579-85189415:-@15:85189316-85189204:-,0.32,0.408,0.674,higher,same,WDR73
RI,15:85191856-85191768:-@15:85191185-85191121:-,0.038,0.06,0.01,same,same,WDR73
RI,15:89074946-89074844:-@15:89074704-89073854:-,0.814,0.648,0.798,same,lower,DET1
RI,15:89824996-89825066:+@15:89826367-89826481:+,0.058,0.072,0.084,same,same,FANCI
RI,15:90768200-90768410:+@15:90768514-90768629:+,0.038,0.038,0.048,same,same,SEMA4B
RI,15:90806198-90806377:+@15:90806987-90807290:+,0.676666666666667,0.76,0.72,same,same,RP11-697E2.6
RI,15:90806198-90806377:+@15:90806987-90807290:+,0.676666666666667,0.76,0.72,same,same,TTLL13
RI,15:91455273-91455509:+@15:91455747-91455894:+,0.106,0.112,0.184,same,same,MAN2A2
RI,15:91455273-91455509:+@15:91455772-91455894:+,0.08,0.072,0.138,same,same,MAN2A2
RI,15:91461424-91461618:+@15:91461875-91461985:+,0.02,0.042,0.098,same,same,MAN2A2
RI,15:91479176-91479212:+@15:91479367-91479690:+,0.01,0.014,0.034,same,same,UNC45A
RI,15:91479176-91479212:+@15:91479515-91479690:+,0.014,0.008,0.016,same,same,UNC45A
RI,15:91491372-91491513:+@15:91491884-91492024:+,0.018,0.018,0.018,same,same,UNC45A
RI,15:91492884-91492950:+@15:91493384-91493497:+,0.028,0.02,0.012,same,same,UNC45A
RI,15:91499842-91500130:+@15:91500343-91500733:+,0.112,0.222,0.456,higher,higher,RCCD1
RI,15:91525211-91524978:-@15:91524899-91524729:-,0.06,0.082,0.238,higher,same,PRC1
RI,15:91525211-91524978:-@15:91524899-91524729:-,0.06,0.082,0.238,higher,same,PRC1-AS1
RI,15:93426815-93426849:+@15:93426974-93427008:+,0.502,0.542,0.494,same,same,AC013394.2
RI,15:93426815-93426849:+@15:93426974-93427008:+,0.502,0.542,0.494,same,same,CHD2
RI,15:99669572-99672018:+@15:99672955-99675770:+,0.75,0.924,0.716,same,higher,RP11-6O2.4
RI,15:99669572-99672018:+@15:99672955-99675770:+,0.75,0.924,0.716,same,higher,SYNM
RI,15:99759253-99759103:-@15:99758918-99758793:-,0.024,0.042,0.046,same,same,TTC23
RI,16:105777-105882:+@16:106539-106613:+,0.01,0.02,0.02,same,same,SNRNP25
RI,16:109347-109247:-@16:109125-108972:-,0.124,0.112,0.188,same,same,RHBDF1
RI,16:109347-109297:-@16:109091-108972:-,0.838,0.824,0.666,lower,same,RHBDF1
RI,16:11000356-11002006:+@16:11002886-11003044:+,0.238,0.372,0.45,higher,higher,CIITA
RI,16:11133611-11133733:+@16:11136111-11136220:+,0.002,0.002,0.002,same,same,CLEC16A
RI,16:1402103-1402160:+@16:1402240-1402307:+,0.046,0.102,0.214,higher,same,GNPTG
RI,16:1412207-1412321:+@16:1412453-1412535:+,0.14,0.152,0.22,same,same,GNPTG
RI,16:1412207-1412535:+@16:1412612-1412743:+,0.098,0.12,0.248,higher,same,GNPTG
RI,16:14989371-14989551:+@16:14989830-14990013:+,1,0.996,1,same,same,NOMO1
RI,16:1500667-1500498:-@16:1499328-1499277:-,0.028,0.056,0.122,same,same,CLCN7
RI,16:15029017-15029133:+@16:15029202-15029254:+,0.922,0.916,0.904,same,same,NPIPA1
RI,16:15029017-15029133:+@16:15029202-15029254:+,0.922,0.916,0.904,same,same,RP11-958N24.1
RI,16:15125592-15125763:+@16:15126718-15126836:+,0.01,0.01,0.006,same,same,PDXDC1
RI,16:15730199-15729513:-@16:15728788-15728614:-,0.01,0.012,0.018,same,same,KIAA0430
RI,16:15815491-15815279:-@16:15814908-15814696:-,0.56,0.328,0.47,same,lower,MYH11
RI,16:15815491-15815279:-@16:15814908-15814696:-,0.56,0.328,0.47,same,lower,NDE1
RI,16:16427504-16427620:+@16:16427671-16427741:+,0.984,0.972,0.952,same,same,NPIPA7
RI,16:16427504-16427620:+@16:16427671-16427741:+,0.984,0.972,0.952,same,same,PKD1P1
RI,16:1705878-1705937:+@16:1706650-1706993:+,0.936,0.934,0.926,same,same,CRAMP1L
RI,16:1705878-1705937:+@16:1706650-1706993:+,0.936,0.934,0.926,same,same,LA16c-431H6.6
RI,16:1817806-1817919:+@16:1818070-1818108:+,0.09,0.068,0.106,same,same,MAPK8IP3
RI,16:1821411-1821071:-@16:1820994-1820882:-,0.276,0.292,0.316,same,same,NME3
RI,16:1821411-1821270:-@16:1821172-1821071:-,0.238,0.462,0.524,higher,higher,NME3
RI,16:1821411-1821281:-@16:1821172-1821071:-,0.144,0.294,0.524,higher,higher,NME3
RI,16:1821411-1821281:-@16:1821192-1821071:-,0.364,0.648,0.69,higher,higher,NME3
